0-0:	1433896219812	1433896250664
0-1:	1433896250664	1433896277209
0-2:	1433896277209	1433896299897
0-3:	1433896299897	1433896321119
0-4:	1433896321119	1433896344025
0-5:	1433896344025	1433896370082
0-6:	1433896370090	1433896393726
0-7:	1433896393726	1433896422622
0-8:	1433896422622	1433896440793
0-9:	1433896440793	1433896443501
