0-0:	1433869558516	1433869649157
0-1:	1433869649157	1433869738237
0-2:	1433869738237	1433869811163
0-3:	1433869811164	1433869886813
0-4:	1433869886813	1433869962822
0-5:	1433869962822	1433870040562
0-6:	1433870040562	1433870117853
0-7:	1433870117853	1433870196889
0-8:	1433870196889	1433870249152
0-9:	1433870249152	1433870263710
