[mcg = (0.5779313094495184 , 0.89)]	?	?	[chg = 0.50 ]	?	[alm1 = (0.06767580151541483 , 0.8861517774730712)]	[alm2 = (0.5598412228885219 , 0.8257368479476117)]	[class = positive]	0,75	0,9333333333333333		0,5714285714285714	0,42857142857142855	0,9692307692307692	0,5714285714285714	0,07947019867549669	0,1390728476821192	0,06473400289460988
?	?	?	?	?	?	[alm2 = (0.6781167765591756 , 0.9022281782837585)]	[class = positive]	0,90625	0,8		0,3493975903614458	0,6506024096385542	0,9863013698630136	0,3493975903614458	0,09602649006622517	0,27483443708609273	0,0669049603087584
[mcg = (0.35627012360017235 , 0.89)]	?	?	?	?	[alm1 = (0.4872136012674525 , 0.9556946063942439)]	?	[class = positive]	1,0	0,6851851851851852		0,27350427350427353	0,7264957264957265	1,0	0,27350427350427353	0,10596026490066225	0,38741721854304634	0,06490943379676331
?	?	?	?	?	?	[alm2 = (0.6412886879349693 , 0.8832935480069934)]	[class = positive]	0,90625	0,8		0,3493975903614458	0,6506024096385542	0,9863013698630136	0,3493975903614458	0,09602649006622517	0,27483443708609273	0,0669049603087584
[mcg = (0.5800262783950592 , 0.89)]	[gvh = (0.20657756864882837 , 0.734042827868155)]	?	?	?	[alm1 = (0.03120902181072635 , 0.9906772439499432)]	[alm2 = (0.5502268604971455 , 0.976911959765224)]	[class = positive]	0,875	0,9111111111111111		0,5384615384615384	0,46153846153846156	0,984	0,5384615384615384	0,09271523178807947	0,17218543046357615	0,07447041796412437
[mcg = (0.7132817807794759 , 0.89)]	?	?	?	?	?	[alm2 = (0.5128987021583931 , 0.99)]	[class = positive]	0,59375	0,9740740740740741		0,7307692307692307	0,2692307692307692	0,9528985507246377	0,7307692307692307	0,06291390728476821	0,08609271523178808	0,053791500372790665
[mcg = (0.5381468362850639 , 0.89)]	?	?	?	?	[alm1 = (0.503923787190793 , 0.9389215360955983)]	?	[class = positive]	0,90625	0,8		0,3493975903614458	0,6506024096385542	0,9863013698630136	0,3493975903614458	0,09602649006622517	0,27483443708609273	0,0669049603087584
?	?	?	?	?	?	[alm2 = (0.6052041446400203 , 0.8844963686745844)]	[class = positive]	0,9375	0,7925925925925926		0,3488372093023256	0,6511627906976745	0,9907407407407407	0,3488372093023256	0,09933774834437085	0,2847682119205298	0,0691636331739836
?	?	?	[chg = 0.50 ]	?	?	[alm2 = (0.6187701230069517 , 0.9131629506689458)]	[class = positive]	0,96875	0,7814814814814814		0,34444444444444444	0,6555555555555556	0,9952830188679245	0,34444444444444444	0,10264900662251655	0,2980132450331126	0,07107144423490197
[mcg = (0.7482878458074671 , 0.8779740550471045)]	?	?	?	?	?	[alm2 = (0.5400605953576052 , 0.9715966384162793)]	[class = positive]	0,53125	0,9925925925925926		0,8947368421052632	0,10526315789473684	0,9469964664310954	0,8947368421052632	0,056291390728476824	0,06291390728476821	0,04962501644664708
?	?	?	?	?	?	[alm2 = (0.6449103452636695 , 0.8860015268470098)]	[class = positive]	0,90625	0,8		0,3493975903614458	0,6506024096385542	0,9863013698630136	0,3493975903614458	0,09602649006622517	0,27483443708609273	0,0669049603087584
[mcg = (0.7768306268370033 , 0.89)]	?	?	?	?	[alm1 = (0.7206179660729933 , 1.0)]	?	[class = positive]	0,375	1,0		1,0	0,0	0,9310344827586207	1,0	0,039735099337748346	0,039735099337748346	0,0355247576860664
?	?	?	?	?	?	[alm2 = (0.5985403932395931 , 0.8750879535204229)]	[class = positive]	0,90625	0,8		0,3493975903614458	0,6506024096385542	0,9863013698630136	0,3493975903614458	0,09602649006622517	0,27483443708609273	0,0669049603087584
?	?	?	[chg = 0.50 ]	?	?	[alm2 = (0.6183120189903024 , 0.9124831324359444)]	[class = positive]	0,96875	0,7814814814814814		0,34444444444444444	0,6555555555555556	0,9952830188679245	0,34444444444444444	0,10264900662251655	0,2980132450331126	0,07107144423490197
[mcg = (0.7408846016761216 , 0.8829901537702408)]	[gvh = (0.25520713947348894 , 0.619115724730021)]	?	?	?	[alm1 = (0.7156958964956156 , 0.9998753410790213)]	[alm2 = (0.01 , 0.8925600126853855)]	[class = positive]	0,375	1,0		1,0	0,0	0,9310344827586207	1,0	0,039735099337748346	0,039735099337748346	0,0355247576860664
?	?	?	?	?	?	[alm2 = (0.6111027389928583 , 0.9143354554531726)]	[class = positive]	0,96875	0,7814814814814814		0,34444444444444444	0,6555555555555556	0,9952830188679245	0,34444444444444444	0,10264900662251655	0,2980132450331126	0,07107144423490197
[mcg = (0.7789913121390222 , 0.8864590217915419)]	?	[lipe = 0.48 ]	?	?	[alm1 = (0.7211601072570158 , 0.9968284007267577)]	?	[class = positive]	0,375	1,0		1,0	0,0	0,9310344827586207	1,0	0,039735099337748346	0,039735099337748346	0,0355247576860664
?	?	?	?	?	?	[alm2 = (0.10824027455183237 , 0.7332999681215139)]	[class = negative]	0,825925925925926	0,71875		0,9612068965517241	0,03879310344827586	0,32857142857142857	0,9612068965517241	0,7384105960264901	0,7682119205298014	0,05159861409587296
[mcg = (0.07340263807311698 , 0.6807302991762453)]	?	?	?	[aac = (0.0803116373923285 , 0.8418212520521517)]	?	?	[class = negative]	0,8444444444444444	0,6875		0,957983193277311	0,04201680672268908	0,34375	0,957983193277311	0,7549668874172185	0,7880794701986755	0,05039252664356819
