[mcg = (0.5857815273299883 , 0.8611044357757213)]	?	?	?	[aac = (0.45658218522172594 , 0.6512406113898682)]	[alm1 = (0.33730647488316234 , 0.9791664863877333)]	[alm2 = (0.5172591125765802 , 0.8367907988886197)]	[class = positive]	0,59375	0,9444444444444444		0,5588235294117647	0,4411764705882353	0,9514925373134329	0,5588235294117647	0,06291390728476821	0,11258278145695365	0,050984605938336036
?	?	?	?	?	[alm1 = (0.30653263078979437 , 1.0)]	[alm2 = (0.5905886856298184 , 0.8846086604971114)]	[class = positive]	0,9375	0,7925925925925926		0,3488372093023256	0,6511627906976745	0,9907407407407407	0,3488372093023256	0,09933774834437085	0,2847682119205298	0,0691636331739836
[mcg = (0.8006887515821227 , 0.8799458461934611)]	?	?	?	?	[alm1 = (0.74105470442223 , 0.9912336101200373)]	?	[class = positive]	0,25	1,0		1,0	0,0	0,9183673469387755	1,0	0,026490066225165563	0,026490066225165563	0,023683171790710934
[mcg = (0.7777639664699472 , 0.8896774053880356)]	[gvh = (0.16 , 0.6356781969880074)]	?	?	?	[alm1 = (0.5565834003388614 , 0.9476960211042406)]	?	[class = positive]	0,4375	0,9925925925925926		0,875	0,125	0,9370629370629371	0,875	0,046357615894039736	0,052980132450331126	0,04074382702513048
[mcg = (0.7636018308085979 , 0.89)]	?	?	?	?	?	?	[class = positive]	0,46875	0,9777777777777777		0,7142857142857143	0,2857142857142857	0,9395017793594306	0,7142857142857143	0,04966887417218543	0,0695364238410596	0,042300776281742024
[mcg = (0.7977565020412186 , 0.8764397734275313)]	[gvh = (0.16 , 0.9589610054402077)]	?	?	[aac = (0.2097339889496478 , 0.88)]	[alm1 = (0.737542805501759 , 0.9863541972871779)]	?	[class = positive]	0,25	1,0		1,0	0,0	0,9183673469387755	1,0	0,026490066225165563	0,026490066225165563	0,023683171790710934
[mcg = (0.8072459478671021 , 0.8868964809831957)]	[gvh = (0.16 , 0.8705933489360953)]	?	?	[aac = (0.18907053792185588 , 0.8164890448895641)]	[alm1 = (0.7460593927552699 , 0.9978802707341474)]	?	[class = positive]	0,25	1,0		1,0	0,0	0,9183673469387755	1,0	0,026490066225165563	0,026490066225165563	0,023683171790710934
[mcg = (0.7607386573420256 , 0.89)]	?	?	?	?	?	?	[class = positive]	0,46875	0,9777777777777777		0,7142857142857143	0,2857142857142857	0,9395017793594306	0,7142857142857143	0,04966887417218543	0,0695364238410596	0,042300776281742024
[mcg = (0.7748819265910534 , 0.8867277497672885)]	[gvh = (0.16 , 0.6381183226734887)]	?	?	?	?	?	[class = positive]	0,4375	0,9925925925925926		0,875	0,125	0,9370629370629371	0,875	0,046357615894039736	0,052980132450331126	0,04074382702513048
?	[gvh = (0.16 , 0.8005261890271851)]	?	?	?	[alm1 = (0.487855959248093 , 0.9714195207411744)]	?	[class = positive]	1,0	0,6407407407407407		0,24806201550387597	0,751937984496124	1,0	0,24806201550387597	0,10596026490066225	0,4271523178807947	0,06069909214508135
[mcg = (0.5294603288583957 , 0.89)]	[gvh = (0.16 , 0.625357458776635)]	[lipe = 0.48 ]	?	?	?	?	[class = positive]	0,90625	0,8074074074074075		0,35802469135802467	0,6419753086419753	0,9864253393665159	0,35802469135802467	0,09602649006622517	0,2682119205298013	0,06760668391737205
[mcg = (0.5133739043036532 , 0.89)]	[gvh = (0.16 , 0.9500130123313664)]	?	?	?	[alm1 = (0.7289357538422038 , 0.9764899886860084)]	?	[class = positive]	0,625	0,9185185185185185		0,47619047619047616	0,5238095238095238	0,9538461538461539	0,47619047619047616	0,06622516556291391	0,1390728476821192	0,05148896978202711
[mcg = (0.7582716637512422 , 0.89)]	[gvh = (0.16 , 0.8485496604633584)]	?	?	?	?	?	[class = positive]	0,53125	0,9740740740740741		0,7083333333333334	0,2916666666666667	0,9460431654676259	0,7083333333333334	0,056291390728476824	0,07947019867549669	0,047870707425112936
[mcg = (0.7490699492186954 , 0.882506563784643)]	?	?	?	?	?	?	[class = positive]	0,5625	0,9666666666666667		0,6666666666666666	0,3333333333333333	0,9490909090909091	0,6666666666666666	0,059602649006622516	0,08940397350993377	0,050129380290338144
