[mcg = (0.7897909709090979 , 0.89)]	?	?	?	?	[alm1 = (0.7103625926809918 , 1.0)]	?	[class = positive]	0,3225806451612903	0,996309963099631		0,9090909090909091	0,09090909090909091	0,9278350515463918	0,9090909090909091	0,033112582781456956	0,03642384105960265	0,029373711679312315
[mcg = (0.7618738491852176 , 0.8649231950299399)]	?	?	?	?	?	[alm2 = (0.6055788700117565 , 0.99)]	[class = positive]	0,41935483870967744	0,992619926199262		0,8666666666666667	0,13333333333333333	0,9372822299651568	0,8666666666666667	0,04304635761589404	0,04966887417218543	0,03794789702206043
[mcg = (0.7597810841372911 , 0.89)]	?	?	?	?	?	?	[class = positive]	0,5161290322580645	0,9704797047970479		0,6666666666666666	0,3333333333333333	0,9460431654676259	0,6666666666666666	0,052980132450331126	0,07947019867549669	0,04482259550019736
[mcg = (0.7765738627944723 , 0.89)]	?	?	?	[aac = (0.16313502014871714 , 0.88)]	?	[alm2 = (0.4377383905887213 , 0.923237101695702)]	[class = positive]	0,45161290322580644	0,988929889298893		0,8235294117647058	0,17647058823529413	0,9403508771929825	0,8235294117647058	0,046357615894039736	0,056291390728476824	0,04057936055436165
[mcg = (0.75292787973984 , 0.89)]	?	?	?	?	[alm1 = (0.46418785529595286 , 0.9189261958847762)]	?	[class = positive]	0,4838709677419355	0,977859778597786		0,7142857142857143	0,2857142857142857	0,9430604982206405	0,7142857142857143	0,04966887417218543	0,0695364238410596	0,042531029340818385
[mcg = (0.7540355404866137 , 0.89)]	?	?	?	?	?	?	[class = positive]	0,5161290322580645	0,9704797047970479		0,6666666666666666	0,3333333333333333	0,9460431654676259	0,6666666666666666	0,052980132450331126	0,07947019867549669	0,04482259550019736
[mcg = (0.7524766978916724 , 0.89)]	?	?	?	?	?	?	[class = positive]	0,5161290322580645	0,9704797047970479		0,6666666666666666	0,3333333333333333	0,9460431654676259	0,6666666666666666	0,052980132450331126	0,07947019867549669	0,04482259550019736
[mcg = (0.6402301965864925 , 0.89)]	?	?	?	?	[alm1 = (0.7292515955309955 , 1.0)]	?	[class = positive]	0,5483870967741935	0,966789667896679		0,6538461538461539	0,34615384615384615	0,9492753623188406	0,6538461538461539	0,056291390728476824	0,08609271523178808	0,04745405903249858
[mcg = (0.6428427383248333 , 0.8786541690871733)]	?	?	?	?	?	[alm2 = (0.6500149695521393 , 0.9094431966476904)]	[class = positive]	0,6451612903225806	0,9520295202952029		0,6060606060606061	0,3939393939393939	0,9591078066914498	0,6060606060606061	0,06622516556291391	0,10927152317880795	0,055008552256479985
[mcg = (0.38391701723240357 , 0.89)]	?	?	?	?	?	[alm2 = (0.5106271680419836 , 0.9191209799162383)]	[class = positive]	0,967741935483871	0,7933579335793358		0,3488372093023256	0,6511627906976745	0,9953703703703703	0,3488372093023256	0,09933774834437085	0,2847682119205298	0,07010657427305819
