?	?	?	?	?	?	[alm2 = (0.6552230432379895 , 0.9059374913062705)]	[class = positive]	0,96875	0,7822878228782287		0,34444444444444444	0,6555555555555556	0,9953051643192489	0,34444444444444444	0,10231023102310231	0,297029702970297	0,07094075744208084
[mcg = (0.34128732591524 , 0.88)]	?	[lipe = 0.48 ]	?	?	?	[alm2 = (0.6076239339044264 , 0.916802915531907)]	[class = positive]	0,9375	0,8376383763837638		0,40540540540540543	0,5945945945945946	0,9912663755458515	0,40540540540540543	0,09900990099009901	0,24422442244224424	0,07321722271237024
[mcg = (0.4308154486111416 , 0.88)]	?	?	?	?	[alm1 = (0.45880301121594025 , 0.9427265469717518)]	?	[class = positive]	1,0	0,7011070110701108		0,2831858407079646	0,7168141592920354	1,0	0,2831858407079646	0,10561056105610561	0,37293729372937295	0,06622444422660087
[mcg = (0.6592402461119716 , 0.88)]	?	?	?	?	[alm1 = (0.662297820327377 , 0.9124845153578368)]	?	[class = positive]	0,625	0,9630996309963099		0,6666666666666666	0,3333333333333333	0,9560439560439561	0,6666666666666666	0,066006600660066	0,09900990099009901	0,055550109466392175
[mcg = (0.5210038095383664 , 0.8720744440934093)]	?	?	?	?	[alm1 = (0.6761751689867326 , 1.0)]	?	[class = positive]	0,78125	0,9003690036900369		0,4807692307692308	0,5192307692307693	0,9721115537848606	0,4807692307692308	0,08250825082508251	0,1716171617161716	0,06438366608938122
[mcg = (0.6041732678444046 , 0.88)]	?	?	?	?	[alm1 = (0.676383379842107 , 1.0)]	?	[class = positive]	0,75	0,9261992619926199		0,5454545454545454	0,45454545454545453	0,9691119691119691	0,5454545454545454	0,07920792079207921	0,14521452145214522	0,06387173370802426
[mcg = (0.7432826943629609 , 0.8797540115610696)]	?	?	?	?	[alm1 = (0.6656806654499262 , 0.8955680077844552)]	?	[class = positive]	0,4375	0,992619926199262		0,875	0,125	0,9372822299651568	0,875	0,0462046204620462	0,052805280528052806	0,040627825158753496
[mcg = (0.6290127406595242 , 0.88)]	[gvh = (0.3090367549532097 , 0.5688184787391042)]	?	?	?	[alm1 = (0.6030230457801642 , 0.8920696319596405)]	?	[class = positive]	0,71875	0,948339483394834		0,6216216216216216	0,3783783783783784	0,9661654135338346	0,6216216216216216	0,07590759075907591	0,12211221122112212	0,06301125162021153
?	?	?	?	?	?	[alm2 = (0.6562776755082564 , 0.9098120877586751)]	[class = positive]	0,96875	0,7822878228782287		0,34444444444444444	0,6555555555555556	0,9953051643192489	0,34444444444444444	0,10231023102310231	0,297029702970297	0,07094075744208084
[mcg = (0.48041887902131697 , 0.88)]	?	?	?	?	[alm1 = (0.574196730793393 , 0.9143026574467368)]	?	[class = positive]	0,90625	0,8523985239852399		0,42028985507246375	0,5797101449275363	0,9871794871794872	0,42028985507246375	0,09570957095709572	0,22772277227722773	0,07165964121164592
[mcg = (0.5237316339408958 , 0.88)]	?	?	?	?	[alm1 = (0.6548435613776239 , 0.9631163348687033)]	?	[class = positive]	0,84375	0,8892988929889298		0,47368421052631576	0,5263157894736842	0,9796747967479674	0,47368421052631576	0,0891089108910891	0,18811881188118812	0,06924157762310884
[mcg = (0.7209781730413009 , 0.88)]	?	?	?	?	?	[alm2 = (0.6605583632026951 , 0.99)]	[class = positive]	0,53125	0,985239852398524		0,8095238095238095	0,19047619047619047	0,9468085106382979	0,8095238095238095	0,056105610561056105	0,06930693069306931	0,048786066725484425
[mcg = (0.7299225474036278 , 0.8137708486266714)]	?	?	?	?	[alm1 = (0.6785309766693769 , 0.8459039243260325)]	?	[class = positive]	0,28125	1,0		1,0	0,0	0,9217687074829932	1,0	0,0297029702970297	0,0297029702970297	0,026566022938927555
[mcg = (0.7291032954739103 , 0.8128614206110069)]	?	?	?	?	[alm1 = (0.6778029172658124 , 0.844987788081472)]	?	[class = positive]	0,28125	1,0		1,0	0,0	0,9217687074829932	1,0	0,0297029702970297	0,0297029702970297	0,026566022938927555
[mcg = (0.7136400504135398 , 0.795696116800449)]	?	?	?	?	[alm1 = (0.6640609160968854 , 0.8276958675568384)]	?	[class = positive]	0,28125	1,0		1,0	0,0	0,9217687074829932	1,0	0,0297029702970297	0,0297029702970297	0,026566022938927555
