0-0:	1433116361113	1433116444900
0-1:	1433116444901	1433116521346
0-2:	1433116521346	1433116593283
0-3:	1433116593283	1433116664252
0-4:	1433116664252	1433116744197
0-5:	1433116744216	1433116808084
0-6:	1433116808084	1433116881689
0-7:	1433116881689	1433116953196
0-8:	1433116953196	1433117001720
0-9:	1433117001720	1433117014661
