0-0:	1433897807513	1433898620124
0-1:	1433898620124	1433898629386
0-2:	1433898629386	1433898636532
0-3:	1433898636532	1433898641369
0-4:	1433898641369	1433898650309
0-5:	1433898650309	1433898655839
0-6:	1433898655839	1433898661302
0-7:	1433898661302	1433898686656
0-8:	1433898686657	1433898698849
0-9:	1433898698849	1433899372570
