?	?	?	?	?	?	?	?	?	?	[x2ybr = (0.0 , 2.044184351707618)]	?	?	?	?	?	[class = positive]	0,7929577464788733	0,9543062062583145		0,41611234294161126	0,5838876570583887	0,9911690496215307	0,41611234294161126	0,03127951552864048	0,07517084282460136	0,028314278659621814
?	?	?	?	?	?	?	?	?	?	[x2ybr = (0.0 , 2.6105605390401045)]	?	?	?	?	?	[class = positive]	0,7929577464788733	0,9543062062583145		0,41611234294161126	0,5838876570583887	0,9911690496215307	0,41611234294161126	0,03127951552864048	0,07517084282460136	0,028314278659621814
?	?	?	?	?	?	?	?	?	?	[x2ybr = (0.0 , 2.8616228448958005)]	?	?	?	?	?	[class = positive]	0,7929577464788733	0,9543062062583145		0,41611234294161126	0,5838876570583887	0,9911690496215307	0,41611234294161126	0,03127951552864048	0,07517084282460136	0,028314278659621814
?	?	?	?	?	?	?	?	?	?	[x2ybr = (0.0 , 4.153335879481833)]	?	?	?	?	?	[class = positive]	0,8704225352112676	0,8411128463184684		0,1836552748885587	0,8163447251114413	0,993713270466038	0,1836552748885587	0,03433524084671371	0,18695483082393466	0,02696050170092819
?	?	?	?	?	?	?	[x2bar = (0.34365307114253857 , 6.602946325262419)]	?	?	[x2ybr = (0.0 , 4.48946075399815)]	?	?	?	?	?	[class = positive]	0,8690140845070422	0,8621666955867893		0,20566666666666666	0,7943333333333333	0,9937995866391093	0,20566666666666666	0,03427968220456692	0,1666759264403578	0,027704877616942382
?	?	?	?	?	?	?	?	?	?	?	?	?	[xegvy = (1.4939120897791849 , 7.643143313140239)]	?	?	[class = positive]	0,9028169014084507	0,7940887269362022		0,15258271840038087	0,8474172815996192	0,9949992752572837	0,15258271840038087	0,035613089616089784	0,2334018556586477	0,026406171591886223
?	?	?	?	?	?	?	?	?	?	?	?	?	[xegvy = (0.5991599040880393 , 7.873351586988618)]	?	?	[class = positive]	0,9042253521126761	0,7933946439932905		0,15234931181775035	0,8476506881822496	0,9950671019223793	0,15234931181775035	0,03566864825823657	0,23412411800655591	0,026433239414153303
?	?	?	?	?	?	?	?	?	?	[x2ybr = (0.0 , 4.6390767107584905)]	?	?	?	?	?	[class = positive]	0,8704225352112676	0,8411128463184684		0,1836552748885587	0,8163447251114413	0,993713270466038	0,1836552748885587	0,03433524084671371	0,18695483082393466	0,02696050170092819
?	?	?	?	?	?	?	?	?	?	?	?	?	[xegvy = (0.03314669079442745 , 7.13444642252135)]	?	?	[class = positive]	0,9042253521126761	0,7933946439932905		0,15234931181775035	0,8476506881822496	0,9950671019223793	0,15234931181775035	0,03566864825823657	0,23412411800655591	0,026433239414153303
?	?	?	?	?	?	?	?	?	?	?	?	?	[xegvy = (0.11081397222143963 , 7.669314368058675)]	?	?	[class = positive]	0,9042253521126761	0,7933946439932905		0,15234931181775035	0,8476506881822496	0,9950671019223793	0,15234931181775035	0,03566864825823657	0,23412411800655591	0,026433239414153303
?	?	?	?	?	?	?	?	?	[xybar = (2.4336386261283165 , 12.89580941100655)]	?	?	?	[xegvy = (2.3822366622326143 , 7.483408504604268)]	?	?	[class = positive]	0,8971830985915493	0,820463878766846		0,1702753274525528	0,8297246725474472	0,9948800673306214	0,1702753274525528	0,03539085504750264	0,2078448802711262	0,027192073726734843
?	?	?	?	?	?	?	?	[y2bar = (0.0 , 4.401429303230196)]	?	?	?	?	?	?	?	[class = positive]	0,9549295774647887	0,6318468390305975		0,09626579582564249	0,9037342041743576	0,9970792259948886	0,09626579582564249	0,03766875937552086	0,3912995166398133	0,022233309805307654
?	?	?	?	?	?	?	?	[y2bar = (0.0 , 4.64970656605937)]	?	?	?	?	?	?	?	[class = positive]	0,9549295774647887	0,6318468390305975		0,09626579582564249	0,9037342041743576	0,9970792259948886	0,09626579582564249	0,03766875937552086	0,3912995166398133	0,022233309805307654
?	?	?	?	?	?	?	?	[y2bar = (0.0 , 5.038235460140336)]	?	?	?	?	?	?	?	[class = positive]	0,9929577464788732	0,46173867777199373		0,07042253521126761	0,9295774647887324	0,9993740610916375	0,07042253521126761	0,03916884271348408	0,556197566531474	0,017228719804581
?	?	?	?	?	?	?	?	?	?	?	?	?	[xegvy = (1.4301699681328344 , 7.318045119367467)]	?	?	[class = positive]	0,9028169014084507	0,7940887269362022		0,15258271840038087	0,8474172815996192	0,9949992752572837	0,15258271840038087	0,035613089616089784	0,2334018556586477	0,026406171591886223
