?	?	?	?	?	?	?	?	?	?	?	?	?	[xegvy = (1.3680692213524246 , 7.375426177100253)]	?	?	[class = positive]	0,9042253521126761	0,7946671293886286		0,15314885496183206	0,8468511450381679	0,9950749619758094	0,15314885496183206	0,03566864825823657	0,23290182787932662	0,02648145464779588
?	?	?	?	?	?	?	?	[y2bar = (0.0 , 6.162182838045412)]	?	?	?	?	?	?	?	[class = positive]	1,0	0,30215744114755044		0,05557729941291585	0,9444227005870841	1,0	0,05557729941291585	0,039446635924218015	0,7097616534251903	0,011448926388583528
?	?	?	?	?	?	?	?	?	?	?	?	?	[xegvy = (2.154055214923127 , 7.041173619900066)]	?	?	[class = positive]	0,9014084507042254	0,7953612123315403		0,15318334131163236	0,8468166586883676	0,9949352434700818	0,15318334131163236	0,035557530973943	0,23212400688927162	0,026401019784911228
?	?	?	?	?	?	?	?	[y2bar = (0.0 , 5.565886645034064)]	?	?	?	?	?	?	?	[class = positive]	0,9943661971830986	0,4631268436578171		0,07068482178614337	0,9293151782138567	0,9995006865559856	0,07068482178614337	0,03922440135563087	0,5549197177620979	0,017334685281899576
?	?	?	?	?	?	?	?	[y2bar = (0.0 , 4.427820945391141)]	?	?	?	?	?	?	?	[class = positive]	0,9535211267605633	0,6297067499566198		0,09563497669162312	0,9043650233083769	0,996978021978022	0,09563497669162312	0,037613200733374076	0,3932996277570976	0,022098853508109376
?	?	?	?	?	?	?	?	[y2bar = (0.0 , 4.561559626751919)]	?	?	?	?	?	?	?	[class = positive]	0,9535211267605633	0,6297067499566198		0,09563497669162312	0,9043650233083769	0,996978021978022	0,09563497669162312	0,037613200733374076	0,3932996277570976	0,022098853508109376
?	?	?	?	?	?	[y-bar = (0.9514036752484315 , 14.98229604528922)]	?	[y2bar = (0.0 , 4.59471181906226)]	?	?	?	?	?	?	?	[class = positive]	0,9422535211267605	0,6312684365781711		0,09497444633730835	0,9050255536626917	0,996257416704701	0,09497444633730835	0,03716873159619979	0,3913550752819601	0,021731090424457374
[x-box = (0.0 , 3.0138698521944054)]	?	?	?	?	?	[y-bar = (0.869257867866267 , 13.740758031878288)]	?	?	?	[x2ybr = (0.008951034501309296 , 2.0692047515120606)]	?	[x-ege = (0.1926873041907231 , 5.594183555594107)]	?	?	?	[class = positive]	0,547887323943662	0,9953149401353462		0,8276595744680851	0,1723404255319149	0,98168748930344	0,8276595744680851	0,021612311795099728	0,02611256180898939	0,020582259076371883
?	?	?	?	?	?	?	?	[y2bar = (0.0 , 5.652548439518681)]	?	?	?	?	?	?	?	[class = positive]	0,9943661971830986	0,4631268436578171		0,07068482178614337	0,9293151782138567	0,9995006865559856	0,07068482178614337	0,03922440135563087	0,5549197177620979	0,017334685281899576
?	?	?	?	?	?	?	?	[y2bar = (0.0 , 4.702981081548755)]	?	?	?	?	?	?	?	[class = positive]	0,9535211267605633	0,6297067499566198		0,09563497669162312	0,9043650233083769	0,996978021978022	0,09563497669162312	0,037613200733374076	0,3932996277570976	0,022098853508109376
