?	?	?	?	[onpix = (0.0 , 7.343902611150917)]	?	?	?	?	?	[x2ybr = (0.0 , 3.019779213904629)]	?	?	?	?	?	[class = positive]	0,8267605633802817	0,9190236566603043		0,2954202315047811	0,704579768495219	0,992318261304022	0,2954202315047811	0,032612922940163346	0,11039502194566365	0,028258210701626693
?	?	?	?	?	?	?	?	?	?	[x2ybr = (0.0 , 2.135329631662293)]	?	?	?	?	?	[class = positive]	0,7873239436619718	0,9531494013534617		0,408327246165084	0,591672753834916	0,9909200240529165	0,408327246165084	0,031057280960053335	0,07605978109894994	0,028056978466567337
?	?	?	?	?	?	?	?	?	?	[x2ybr = (0.0 , 2.268742519392714)]	?	?	?	?	?	[class = positive]	0,7873239436619718	0,9531494013534617		0,408327246165084	0,591672753834916	0,9909200240529165	0,408327246165084	0,031057280960053335	0,07605978109894994	0,028056978466567337
?	?	?	?	?	?	?	?	[y2bar = (0.0 , 6.954041365392698)]	?	?	?	?	?	?	?	[class = positive]	1,0	0,2999016715830875		0,055408147338848135	0,9445918526611519	1,0	0,055408147338848135	0,039446635924218015	0,7119284404689149	0,01136345392894441
?	?	?	?	?	?	?	?	?	?	?	?	?	[xegvy = (1.628351739992557 , 7.657597758310821)]	?	?	[class = positive]	0,9056338028169014	0,7962866562554225		0,15438175270108043	0,8456182472989195	0,9951568599103657	0,15438175270108043	0,03572420690038335	0,23140174454136342	0,026596186531231285
?	?	[width = (1.776687580418141 , 14.951826176222976)]	?	?	?	?	?	[y2bar = (0.0 , 6.864655043945845)]	?	[x2ybr = (0.0 , 4.190677945689323)]	?	?	?	?	?	[class = positive]	0,8676056338028169	0,8942101914512117		0,2519427402862986	0,7480572597137014	0,993956538510994	0,2519427402862986	0,03422412356242013	0,1358408800488916	0,028865657823506134
?	?	?	?	?	?	?	?	?	?	?	?	?	[xegvy = (0.8642890956435215 , 7.657913165257013)]	?	?	[class = positive]	0,9070422535211268	0,7955925733125109		0,15414073719483007	0,84585926280517	0,9952246581289342	0,15414073719483007	0,035779765542530144	0,23212400688927162	0,026623254353498372
?	?	?	?	?	?	?	?	?	?	[x2ybr = (0.0 , 2.7992319114404496)]	?	?	?	?	?	[class = positive]	0,7873239436619718	0,9531494013534617		0,408327246165084	0,591672753834916	0,9909200240529165	0,408327246165084	0,031057280960053335	0,07605978109894994	0,028056978466567337
?	?	?	?	?	?	[y-bar = (0.2514706750605318 , 5.250772546828681)]	?	?	?	?	?	?	[xegvy = (2.795106362649722 , 7.80897802799184)]	?	?	[class = positive]	0,8084507042253521	0,9416391925501764		0,3626026531901453	0,6373973468098547	0,9917153996101364	0,3626026531901453	0,03189066059225513	0,08794933051836214	0,028421355371518582
?	?	?	?	[onpix = (0.7338629173856837 , 15.0)]	?	?	?	[y2bar = (0.4015344113065023 , 3.7012920539437313)]	?	[x2ybr = (1.2208702848389497 , 2.4443957401862413)]	?	?	?	?	?	[class = positive]	0,3929577464788732	0,9993059170570883		0,9587628865979382	0,041237113402061855	0,9756607183194037	0,9587628865979382	0,015500861158953275	0,016167564864714705	0,014863105113953695
