0-0:	1433896547710	1433896603409
0-1:	1433896603409	1433896644844
0-2:	1433896644844	1433896690325
0-3:	1433896690325	1433896735649
0-4:	1433896735649	1433896773474
0-5:	1433896773474	1433896825080
0-6:	1433896825080	1433896863910
0-7:	1433896863910	1433896906542
0-8:	1433896906542	1433896948097
0-9:	1433896948097	1433896959208
