0-0:	1433899873623	1433900122270
0-1:	1433900122270	1433900327900
0-2:	1433900327900	1433900551653
0-3:	1433900551654	1433900807934
0-4:	1433900807934	1433901032238
0-5:	1433901032239	1433901265041
0-6:	1433901265041	1433901482365
0-7:	1433901482365	1433901716077
0-8:	1433901716077	1433901828853
0-9:	1433901828853	1433901850397
