[mcv = (72.32108136462706 , 101.19178390665644)]	?	[sgpt = (14.561251764963849 , 149.03757638270577)]	?	?	?	[class = positive]	0,9389312977099237	0,15		0,44565217391304346	0,5543478260869565	0,7714285714285715	0,44565217391304346	0,3954983922829582	0,887459807073955	0,021680917277530187
?	?	?	?	[gammagt = (5.0 , 7.840139414681023)]	?	[class = positive]	0,061068702290076333	1,0		1,0	0,0	0,594059405940594	1,0	0,02572347266881029	0,02572347266881029	0,014888183538218174
?	?	?	?	[gammagt = (5.0 , 7.98575681114698)]	?	[class = positive]	0,061068702290076333	1,0		1,0	0,0	0,594059405940594	1,0	0,02572347266881029	0,02572347266881029	0,014888183538218174
[mcv = (71.12319926358856 , 99.04892107959172)]	?	[sgpt = (9.206627626109443 , 117.15955671633522)]	?	?	?	[class = positive]	1,0	0,06666666666666667		0,43812709030100333	0,5618729096989966	1,0	0,43812709030100333	0,4212218649517685	0,9614147909967846	0,01625293369588815
[mcv = (71.28341351087931 , 99.94384547456104)]	?	[sgpt = (9.23770182012136 , 122.79465946558274)]	?	?	?	[class = positive]	1,0	0,06666666666666667		0,43812709030100333	0,5618729096989966	1,0	0,43812709030100333	0,4212218649517685	0,9614147909967846	0,01625293369588815
?	?	[sgpt = (19.25590486311799 , 154.89806806445696)]	[sgot = (5.480054741013762 , 34.859146301896345)]	?	?	[class = positive]	0,7862595419847328	0,46111111111111114		0,515	0,485	0,7477477477477478	0,515	0,3311897106109325	0,6430868167202572	0,06030748234612959
?	?	[sgpt = (22.012141423572974 , 143.6694701634659)]	[sgot = (5.669846893510851 , 46.663784503196986)]	?	?	[class = positive]	0,7099236641221374	0,5222222222222223		0,5195530726256983	0,48044692737430167	0,7121212121212122	0,5195530726256983	0,2990353697749196	0,5755627009646302	0,05659577547792102
?	?	[sgpt = (15.083823701727711 , 142.6678177687894)]	?	[gammagt = (5.88252661869174 , 22.446896081658885)]	?	[class = positive]	0,5190839694656488	0,7722222222222223		0,6238532110091743	0,3761467889908257	0,6881188118811881	0,6238532110091743	0,21864951768488747	0,3504823151125402	0,07101870328056989
?	?	?	[sgot = (5.0 , 51.801389323799036)]	[gammagt = (5.0 , 7.470397993225154)]	?	[class = positive]	0,061068702290076333	1,0		1,0	0,0	0,594059405940594	1,0	0,02572347266881029	0,02572347266881029	0,014888183538218174
?	?	[sgpt = (22.101671616367337 , 150.1254066845416)]	[sgot = (5.0 , 46.59303690212313)]	?	?	[class = positive]	0,7099236641221374	0,5222222222222223		0,5195530726256983	0,48044692737430167	0,7121212121212122	0,5195530726256983	0,2990353697749196	0,5755627009646302	0,05659577547792102
?	?	?	?	[gammagt = (5.0 , 7.9928504112008305)]	?	[class = positive]	0,061068702290076333	1,0		1,0	0,0	0,594059405940594	1,0	0,02572347266881029	0,02572347266881029	0,014888183538218174
[mcv = (76.89005984613758 , 100.63333107276986)]	?	?	[sgot = (5.0 , 36.98197377575347)]	?	?	[class = positive]	0,9465648854961832	0,13333333333333333		0,44285714285714284	0,5571428571428572	0,7741935483870968	0,44285714285714284	0,3987138263665595	0,9003215434083601	0,019478706795835465
[mcv = (79.40773778934171 , 98.3003236401284)]	?	?	[sgot = (5.0 , 46.66504783566183)]	?	?	[class = positive]	0,9618320610687023	0,12222222222222222		0,44366197183098594	0,5563380281690141	0,8148148148148148	0,44366197183098594	0,40514469453376206	0,9131832797427653	0,020491930397741942
?	?	[sgpt = (24.593676538172225 , 154.51753208372034)]	?	[gammagt = (5.70764369216651 , 18.989761527418995)]	?	[class = positive]	0,22137404580152673	0,9722222222222222		0,8529411764705882	0,14705882352941177	0,631768953068592	0,8529411764705882	0,0932475884244373	0,10932475884244373	0,0471976096194208
?	?	[sgpt = (15.308335318724641 , 96.7255309837831)]	?	[gammagt = (5.604662588655244 , 8.097221532279779)]	?	[class = positive]	0,061068702290076333	1,0		1,0	0,0	0,594059405940594	1,0	0,02572347266881029	0,02572347266881029	0,014888183538218174
