0-0:	1433209368260	1433209419766
0-1:	1433209419766	1433209469950
0-2:	1433209469950	1433209523771
0-3:	1433209523771	1433209563129
0-4:	1433209563129	1433209609355
0-5:	1433209609355	1433209658531
0-6:	1433209658531	1433209701237
0-7:	1433209701237	1433209738930
0-8:	1433209738930	1433209761845
0-9:	1433209761845	1433209771914
